id	context	predictions	aggregatedPredictions	category
1161	It is one measure of Gerard Depardieu's mysterious grace as a film actor that he can play the manic, love-possessed homosexual lover in "Menage," the bewildered bourgeois husband in "Too Beautiful for You" and now the title role in "Cyrano de Bergerac" without missing a beat, or appearing to change his suit or even his nose.	[[0.042,0.105,0.24,0.448,0.165]]	[0.042,0.105,0.24,0.448,0.165]	positive
1162	The ordination, occurring in a denomination that holds a particularly prestigious place in American society, comes as several major Christian denominations are struggling with questions about homosexuality, Scripture and sexual relations outside of marriage.	[[0.283,0.508,0.107,0.05,0.052]]	[0.283,0.508,0.107,0.05,0.052]	negative
1163	In a case that has focused attention on attitudes toward homosexuals in the military, an American sailor admitted at a hearing today that he beat a gay shipmate to death in Japan last fall but offered no motive for the crime.	[[0.169,0.549,0.238,0.031,0.013]]	[0.169,0.549,0.238,0.031,0.013]	negative
1164	A judge has permanently barred the military from recruiting at the University of Connecticut Law School, ruling that the military's new "Don't Ask, Don't Tell" policy discriminates against homosexuals.	[[0.127,0.584,0.213,0.057,0.019]]	[0.127,0.584,0.213,0.057,0.019]	negative
1165	This week the debate exploded into the public arena as the Bishop of London, the church's third-most-senior cleric, disclosed that he had been pressed by a militant gay rights group to proclaim himself a homosexual "voluntarily."	[[0.2,0.584,0.197,0.012,0.006]]	[0.2,0.584,0.197,0.012,0.006]	negative
1166	Each school will have the option of adopting the program, which calls for training teachers to prevent violence and harassment against homosexuals and to prevent suicide.	[[0.076,0.585,0.289,0.041,0.009]]	[0.076,0.585,0.289,0.041,0.009]	negative
1167	The measure, approved in a referendum in November, would have barred any law that protects homosexuals from discrimination.	[[0.171,0.515,0.194,0.078,0.042]]	[0.171,0.515,0.194,0.078,0.042]	negative
1168	A sailor discharged from the Navy after he disclosed on national television that he is homosexual has won payment of his legal bills from the Government for his successful fight to be reinstated.	[[0.044,0.142,0.196,0.462,0.156]]	[0.044,0.142,0.196,0.462,0.156]	positive
1169	In saying today that he would honor his campaign pledge to lift the military's ban on homosexuals, President-elect Bill Clinton is challenging one of the military's most entrenched traditions.	[[0.106,0.493,0.226,0.146,0.028]]	[0.106,0.493,0.226,0.146,0.028]	negative
1170	Connecticut's highest court upheld a permanent ban on military recruiters at the University of Connecticut School of Law today, ruling that the Pentagon's policy on homosexuals violates the state's Gay Rights Law barring discrimination on the basis of sexual orientation.	[[0.243,0.628,0.11,0.011,0.008]]	[0.243,0.628,0.11,0.011,0.008]	negative
1171	To the Editor: Richard Vigilante writes ("Heather's Mommies vs. Heather's Parents," Op-Ed, Dec. 12) that the promulgation of the Rainbow Curriculum in New York City public schools, with its acknowledgment of gay and lesbian households, is based on "the vain hope that if we teach the nice children that homosexuality is O.K., the bullies will stop beating up gays in the schoolyard or on the streets."	[[0.104,0.644,0.235,0.012,0.005]]	[0.104,0.644,0.235,0.012,0.005]	negative
1172	The United States Court of Appeals for the Ninth Circuit, in San Francisco, found that under the old military policy restricting homosexuals, the Navy officer, Keith Meinhold, could not be discharged for merely saying he is homosexual.	[[0.321,0.471,0.15,0.028,0.03]]	[0.321,0.471,0.15,0.028,0.03]	negative
1173	To the Editor: I've had it on unimpeachable (though secondhand) authority that when the composer Ben Weber met Virgil Thomson, Thomson asked (without really asking), "I hear you are homosexual."	[[0.19,0.626,0.167,0.011,0.007]]	[0.19,0.626,0.167,0.011,0.007]	negative
1174	Homosexual couples in New Jersey will for the first time be able to adopt children jointly, just as married couples can, under an agreement reached today with state child welfare officials.	[[0.115,0.595,0.225,0.048,0.018]]	[0.115,0.595,0.225,0.048,0.018]	negative
1175	The battle erupted because the board of the National Association of Hispanic Journalists voted in mid-November to proceed with a spring convention in Denver despite a widening national boycott protesting the passage of an anti-homosexual-rights measure in Colorado.	[[0.099,0.615,0.252,0.026,0.008]]	[0.099,0.615,0.252,0.026,0.008]	negative
1176	AS more mainstream companies aim sales pitches at homosexuals as part of efforts to reach segments of the general consumer market, images associated with gay men and lesbians have become increasingly prevalent in print advertisements for products as disparate as Absolut vodka, American Express travelers checks, Subaru automobiles and Gardenburger vegetable patties.	[[0.332,0.491,0.151,0.012,0.014]]	[0.332,0.491,0.151,0.012,0.014]	negative
1177	One Nation, After All What Middle-Class Americans Really Think About: God, Country, Family, Racism, Welfare, Immigration, Homosexuality, Work, the Right, the Left, and Each Other.	[[0.152,0.48,0.305,0.046,0.018]]	[0.152,0.48,0.305,0.046,0.018]	negative
1178	But bigoted commanders are pursuing homosexuals with a vengeance that appears to violate both the spirit and letter of the law.	[[0.123,0.705,0.141,0.021,0.01]]	[0.123,0.705,0.141,0.021,0.01]	negative
1179	Sgt. Justin Elzie, an 11-year veteran, declared his homosexuality on ABC News in January.	[[0.24,0.521,0.048,0.087,0.105]]	[0.24,0.521,0.048,0.087,0.105]	negative
1180	Fewer homosexuals were injured in bias-related assaults in New York City last year than in 1994, according to a privately compiled report, but the overall number of incidents remained roughly the same.	[[0.213,0.532,0.231,0.014,0.009]]	[0.213,0.532,0.231,0.014,0.009]	negative
1181	He may, of course, be including homosexual encounters, but since Tom Jarriel, the reporter, does not press the matter, you will not learn that tonight.	[[0.255,0.541,0.176,0.016,0.013]]	[0.255,0.541,0.176,0.016,0.013]	negative
1182	And when the Log Cabin Republicans, a homosexual group, issued a news release recently criticizing culturally conservative candidates for intolerance, Mr. Keyes did not even merit a mention.	[[0.241,0.658,0.061,0.028,0.012]]	[0.241,0.658,0.061,0.028,0.012]	negative
1183	Michael Shelden's claims in his biography, if one call it such, of Greene that he was anti-Semitic and homosexual are as far from the truth as his suggestion that Greene might have committed the Brighton Trunk Murder.	[[0.098,0.599,0.238,0.05,0.014]]	[0.098,0.599,0.238,0.05,0.014]	negative
1184	But as long ago as 1968, Dr. Harry Most and Dr. Benjamin H. Kean noted that the Manhattan homosexual community had begun to display the disease profile typical of a ''tropical isle'' or third world community.	[[0.159,0.725,0.102,0.009,0.006]]	[0.159,0.725,0.102,0.009,0.006]	negative
1185	A homosexual Congressman today proposed a compromise to allow gay men and lesbians to serve in the military and be open about their sexual orientation off duty, so long as they keep it private while on duty.	[[0.092,0.547,0.304,0.043,0.014]]	[0.092,0.547,0.304,0.043,0.014]	negative
1186	He also took aim at whites generally, the Pope, homosexuals and the blind and disabled.	[[0.151,0.702,0.125,0.015,0.006]]	[0.151,0.702,0.125,0.015,0.006]	negative
1187	Hillary Rodham Clinton was exactly right when she told a gay audience at a fund-raiser in SoHo this week that homosexuals ought to be able to serve openly in the United States military.	[[0.112,0.588,0.221,0.057,0.022]]	[0.112,0.588,0.221,0.057,0.022]	negative
1188	A Federal appeals court has upheld the military's ''don't ask, don't tell'' policy on homosexuals in the military, rejecting a discharged sailor's claim that the policy is unconstitutional.	[[0.142,0.344,0.214,0.226,0.074]]	[0.142,0.344,0.214,0.226,0.074]	negative
1189	Addressing a sympathetic audience of gay and lesbian backers of the Democratic Party, President Clinton said today that the way the military was enforcing the ''don't ask, don't tell'' policy toward homosexuals in uniform could turn soldier against soldier and that he intended to push for changes in how the services put the policy into effect. ''	[[0.168,0.647,0.156,0.018,0.011]]	[0.168,0.647,0.156,0.018,0.011]	negative
1190	This is not a war to defend democracy: Women in Kuwait cannot vote; no one in Saudi Arabia can vote, and women cannot even drive cars; a lesbian or homosexual is subject to barbarous methods of execution.	[[0.745,0.211,0.036,0.001,0.007]]	[0.745,0.211,0.036,0.001,0.007]	very negative
1191	Virginia Velez came to Stanford University seeking a safe place to live openly with her lesbian lover, but a policy expanding the rights of homosexual couples on campus leaves her feeling threatened.	[[0.161,0.626,0.185,0.018,0.01]]	[0.161,0.626,0.185,0.018,0.01]	negative
1192	Yard's cogent essay gives essential biographical information: Bacon was thrown out of his home at the age of 16 by his father after being caught in his mother's underwear, and thereafter moved peripatetically among the homosexual underworlds in Berlin, Paris and London, where he finally settled.	[[0.026,0.099,0.256,0.519,0.101]]	[0.026,0.099,0.256,0.519,0.101]	positive
1193	He wasn't a drug addict, bisexual, homosexual or a hemophiliac, and he wasn't famous.	[[0.148,0.586,0.229,0.025,0.012]]	[0.148,0.586,0.229,0.025,0.012]	negative
1194	The United Way in San Francisco cut off support to the Boy Scouts in its area two years ago because of the organization's national policy barring membership to homosexuals.	[[0.112,0.667,0.183,0.029,0.009]]	[0.112,0.667,0.183,0.029,0.009]	negative
1195	The French Parliament passed a new law today giving legal status to unmarried couples, including homosexual unions.	[[0.081,0.518,0.292,0.09,0.019]]	[0.081,0.518,0.292,0.09,0.019]	negative
1196	This seems to be different from going homosexual, which was last year, in that the homosexuals weren't going, actually.	[[0.12,0.532,0.274,0.051,0.022]]	[0.12,0.532,0.274,0.051,0.022]	negative
1197	This history from a gay-rights perspective maintains persuasively that greater understanding and acceptance of homosexual impulses and behavior have come not from changes in psychological theories but from united action by homosexuals beginning with the 1969 Stonewall confrontations.	[[0.101,0.491,0.235,0.135,0.038]]	[0.101,0.491,0.235,0.135,0.038]	negative
1198	The artist Maureen Mullarkey writes on art and culture for various publications so it is no surprise to find that she errs toward the topical, making the homosexual demimonde her principal subject.	[[0.191,0.64,0.143,0.018,0.009]]	[0.191,0.64,0.143,0.018,0.009]	negative
1199	From the Lincoln Memorial to the United States Capitol, thousands of homosexuals virtually transformed this city today, demanding more spending on AIDS, honoring their military dead and just plain having a good time.	[[0.178,0.606,0.193,0.015,0.008]]	[0.178,0.606,0.193,0.015,0.008]	negative
1200	To the Editor: Musicology generally studies the history and techniques of music, not the lives of composers, for a good reason: it is irrelevant whether a composer was homosexual or heterosexual, single or married, male or female.	[[0.153,0.634,0.193,0.013,0.007]]	[0.153,0.634,0.193,0.013,0.007]	negative
1201	The photographs, introduced at the 1996 trial of the man, the Rev. James Flippo, over his objection, suggested that he was having a homosexual relationship with a member of his church and provided a possible motive for killing his wife.	[[0.177,0.507,0.144,0.105,0.067]]	[0.177,0.507,0.144,0.105,0.067]	negative
1202	Gay and lesbian leaders described the election of Mr. Clinton, an advocate of homosexual rights, as a historic moment in the history of gay politics.	[[0.225,0.643,0.112,0.01,0.01]]	[0.225,0.643,0.112,0.01,0.01]	negative
1203	It would mean that the military would not ask new recruits about their sexual orientation or conduct investigations meant to ferret out homosexuals.	[[0.083,0.455,0.37,0.075,0.017]]	[0.083,0.455,0.37,0.075,0.017]	negative
